invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority
287729,Office Chair,14,2024-12-24 11:00,61.51,0.48,11.83,Electronics,In-store,Not Returned,Low
828543,T-shirt,3,2024-12-24 12:00,13.02,0.27,18.57,Apparel,In-store,Not Returned,Low
518715,Notebook,48,2024-12-24 13:00,11.17,0.2,22.74,Accessories,In-store,Not Returned,Medium
393929,T-shirt,1,2024-12-24 14:00,46.99,0.39,13.47,Furniture,In-store,Not Returned,Medium
444137,Office Chair,24,2024-12-24 15:00,4.87,0.12,28.23,Apparel,In-store,Not Returned,Medium
960968,Headphones,21,2024-12-24 16:00,85.47,0.46,18.13,Electronics,In-store,Not Returned,Low
807390,USB Cable,14,2024-12-24 17:00,3.84,0.47,14.93,Stationery,In-store,Not Returned,Low
268981,USB Cable,9,2024-12-24 18:00,6.92,0.49,28.33,Stationery,Online,Not Returned,Medium
356219,T-shirt,30,2024-12-24 19:00,75.04,0.16,17.59,Furniture,In-store,Not Returned,High
921326,Headphones,41,2024-12-24 20:00,32.28,0.24,28.84,Electronics,In-store,Not Returned,Medium
227210,Backpack,8,2024-12-24 21:00,56.86,0.37,14.84,Electronics,In-store,Not Returned,High
708412,USB Cable,26,2024-12-24 22:00,3.59,0.5,25.23,Electronics,In-store,Not Returned,Low
958438,USB Cable,43,2024-12-24 23:00,30.0,0.25,29.54,Apparel,In-store,Not Returned,Medium
639761,Backpack,37,2024-12-25 00:00,54.84,0.2,24.14,Furniture,Online,Returned,Low
181697,Wireless Mouse,4,2024-12-25 01:00,22.28,0.45,26.08,Accessories,In-store,Not Returned,Medium
120063,USB Cable,32,2024-12-25 02:00,65.17,0.25,9.29,Furniture,In-store,Not Returned,High
882977,USB Cable,11,2024-12-25 03:00,75.93,0.06,17.54,Accessories,In-store,Not Returned,High
615993,White Mug,8,2024-12-25 04:00,35.32,0.03,15.18,Electronics,In-store,Not Returned,High
178444,Wall Clock,5,2024-12-25 05:00,29.56,0.47,6.61,Furniture,In-store,Not Returned,Medium
636138,USB Cable,11,2024-12-25 06:00,67.15,0.12,5.44,Apparel,In-store,Not Returned,Medium
887416,USB Cable,30,2024-12-25 07:00,67.6,0.29,16.24,Apparel,Online,Not Returned,High
674738,Notebook,13,2024-12-25 08:00,22.3,0.25,22.36,Apparel,Online,Not Returned,High
812060,Wireless Mouse,25,2024-12-25 09:00,19.53,0.07,6.19,Accessories,Online,Not Returned,Low
697011,White Mug,22,2024-12-25 10:00,97.1,0.32,20.61,Apparel,In-store,Not Returned,High
619840,Desk Lamp,28,2024-12-25 11:00,72.13,0.42,20.02,Furniture,In-store,Not Returned,Medium
193392,Blue Pen,30,2024-12-25 12:00,25.33,0.02,26.18,Furniture,In-store,Not Returned,Medium
120339,White Mug,8,2024-12-25 13:00,66.38,0.1,5.75,Furniture,In-store,Not Returned,High
733437,Wall Clock,13,2024-12-25 14:00,22.98,0.31,6.39,Stationery,In-store,Returned,Low
662769,Notebook,-13,2024-12-25 15:00,-82.37,1.0570002726927217,,Apparel,In-store,Not Returned,Medium
295423,Blue Pen,1,2024-12-25 16:00,62.05,0.23,19.94,Furniture,In-store,Not Returned,Low
283911,Wireless Mouse,19,2024-12-25 17:00,32.66,0.31,25.2,Electronics,Online,Not Returned,Low
426380,Wireless Mouse,40,2024-12-25 18:00,41.95,0.16,22.43,Electronics,In-store,Not Returned,Low
966051,USB Cable,49,2024-12-25 19:00,94.49,0.27,29.3,Electronics,In-store,Not Returned,Medium
803647,Headphones,26,2024-12-25 20:00,58.24,0.44,18.73,Furniture,In-store,Not Returned,Low
684594,Headphones,19,2024-12-25 21:00,56.34,0.33,19.24,Apparel,In-store,Not Returned,Low
340514,Desk Lamp,10,2024-12-25 22:00,25.92,0.07,18.08,Accessories,In-store,Not Returned,Low
649723,Notebook,21,2024-12-25 23:00,37.89,0.24,25.18,Apparel,Online,Not Returned,Low
560837,Wireless Mouse,48,2024-12-26 00:00,86.72,0.49,13.72,Furniture,Online,Returned,Medium
655125,Notebook,33,2024-12-26 01:00,55.65,0.25,11.37,Stationery,In-store,Not Returned,Low
860197,Desk Lamp,43,2024-12-26 02:00,70.63,0.24,25.22,Electronics,Online,Not Returned,High
135495,Notebook,1,2024-12-26 03:00,39.07,0.49,10.99,Electronics,Online,Not Returned,High
664048,Wireless Mouse,41,2024-12-26 04:00,89.28,0.47,26.16,Accessories,Online,Not Returned,Medium
212489,T-shirt,21,2024-12-26 05:00,37.41,0.5,6.32,Accessories,In-store,Not Returned,Medium
122084,Office Chair,20,2024-12-26 06:00,27.09,0.11,27.02,Accessories,Online,Not Returned,Low
268530,Blue Pen,19,2024-12-26 07:00,69.02,0.35,21.45,Electronics,Online,Not Returned,Medium
953033,Headphones,-29,2024-12-26 08:00,80.1,0.03,,Electronics,In-store,Not Returned,High
683639,Desk Lamp,35,2024-12-26 09:00,25.76,0.34,12.39,Furniture,In-store,Not Returned,High
802921,Office Chair,20,2024-12-26 10:00,46.86,0.39,18.0,Stationery,Online,Returned,Low
881441,Wall Clock,-31,2024-12-26 11:00,-22.72,0.35,,Electronics,Online,Not Returned,High
805563,Desk Lamp,35,2024-12-26 12:00,38.82,0.13,16.64,Apparel,Online,Not Returned,Low
329096,Desk Lamp,22,2024-12-26 13:00,57.34,0.25,9.76,Accessories,Online,Not Returned,Medium
895252,Blue Pen,34,2024-12-26 14:00,85.45,0.43,29.31,Electronics,In-store,Not Returned,Medium
157232,Notebook,42,2024-12-26 15:00,38.97,0.2,23.09,Apparel,In-store,Returned,Low
511973,Wireless Mouse,38,2024-12-26 16:00,46.58,0.48,9.82,Furniture,In-store,Not Returned,High
408732,T-shirt,46,2024-12-26 17:00,10.55,0.47,24.94,Electronics,In-store,Not Returned,Low
581898,USB Cable,46,2024-12-26 18:00,44.3,0.09,19.18,Furniture,In-store,Not Returned,High
108058,Notebook,29,2024-12-26 19:00,72.65,0.39,25.88,Apparel,Online,Returned,High
450532,Desk Lamp,-50,2024-12-26 20:00,-56.19,1.0243669296322355,,Apparel,Online,Not Returned,Low
441798,Office Chair,26,2024-12-26 21:00,88.96,0.04,10.28,Accessories,Online,Returned,Medium
267814,Notebook,31,2024-12-26 22:00,58.31,0.37,7.79,Stationery,Online,Not Returned,Medium
224063,Headphones,5,2024-12-26 23:00,55.29,0.01,23.63,Furniture,Online,Not Returned,Medium
172195,Office Chair,38,2024-12-27 00:00,65.81,0.11,7.47,Stationery,In-store,Not Returned,Low
288052,T-shirt,41,2024-12-27 01:00,80.18,0.44,18.66,Furniture,In-store,Not Returned,Low
170377,Headphones,-32,2024-12-27 02:00,-3.95,1.9198004594659015,,Furniture,In-store,Not Returned,Medium
486301,USB Cable,31,2024-12-27 03:00,71.88,0.41,12.36,Electronics,Online,Not Returned,High
773695,Headphones,38,2024-12-27 04:00,18.14,0.07,26.83,Accessories,Online,Returned,Medium
579057,USB Cable,38,2024-12-27 05:00,7.26,0.22,14.34,Stationery,In-store,Not Returned,Low
300032,Notebook,30,2024-12-27 06:00,64.64,0.28,9.97,Furniture,Online,Returned,High
147501,White Mug,9,2024-12-27 07:00,75.4,0.11,22.11,Apparel,Online,Not Returned,Medium
418021,T-shirt,36,2024-12-27 08:00,58.16,0.48,24.13,Stationery,In-store,Not Returned,High
114538,Office Chair,34,2024-12-27 09:00,51.05,0.4,14.97,Apparel,Online,Not Returned,Low
740147,Wall Clock,25,2024-12-27 10:00,30.01,0.14,21.37,Furniture,In-store,Not Returned,Low
472956,Headphones,20,2024-12-27 11:00,17.3,0.06,7.53,Apparel,In-store,Not Returned,Low
628057,Wall Clock,47,2024-12-27 12:00,54.52,0.28,14.27,Stationery,In-store,Not Returned,Low
918018,Wireless Mouse,27,2024-12-27 13:00,76.18,0.34,16.05,Electronics,In-store,Returned,Medium
971983,Desk Lamp,34,2024-12-27 14:00,35.69,0.26,17.18,Stationery,In-store,Not Returned,Low
724902,USB Cable,46,2024-12-27 15:00,25.65,0.5,25.73,Accessories,Online,Not Returned,High
954311,Wall Clock,19,2024-12-27 16:00,52.71,0.39,20.0,Furniture,In-store,Not Returned,Medium
152219,Wall Clock,44,2024-12-27 17:00,7.73,0.14,9.67,Accessories,Online,Not Returned,High
921539,White Mug,28,2024-12-27 18:00,90.62,0.45,19.45,Apparel,In-store,Not Returned,Low
493899,T-shirt,41,2024-12-27 19:00,64.03,0.34,28.05,Electronics,In-store,Not Returned,Medium
715275,Notebook,22,2024-12-27 20:00,48.38,0.29,21.45,Electronics,In-store,Returned,Low
428734,Notebook,39,2024-12-27 21:00,51.4,0.3,15.03,Apparel,Online,Not Returned,High
947529,USB Cable,43,2024-12-27 22:00,57.5,0.15,15.24,Electronics,Online,Not Returned,Low
320203,White Mug,5,2024-12-27 23:00,97.81,0.39,20.52,Stationery,Online,Not Returned,Medium
818762,Notebook,36,2024-12-28 00:00,31.33,0.29,14.35,Apparel,In-store,Not Returned,Low
217290,Wall Clock,17,2024-12-28 01:00,8.78,0.22,25.13,Stationery,In-store,Not Returned,Medium
317006,USB Cable,28,2024-12-28 02:00,90.18,0.34,12.29,Apparel,In-store,Not Returned,High
516901,Wall Clock,44,2024-12-28 03:00,94.86,0.48,14.65,Electronics,In-store,Not Returned,Low
952316,Backpack,29,2024-12-28 04:00,62.35,0.47,10.57,Stationery,Online,Not Returned,High
456570,T-shirt,13,2024-12-28 05:00,65.01,0.23,18.86,Electronics,In-store,Not Returned,Medium
509578,Headphones,37,2024-12-28 06:00,19.55,0.02,29.29,Stationery,Online,Not Returned,Low
461470,Blue Pen,29,2024-12-28 07:00,1.66,0.13,14.1,Accessories,Online,Not Returned,Low
100503,Headphones,38,2024-12-28 08:00,63.58,0.48,28.84,Furniture,In-store,Not Returned,Low
796405,Wireless Mouse,46,2024-12-28 09:00,77.35,0.08,6.03,Furniture,In-store,Returned,High
603034,Backpack,3,2024-12-28 10:00,7.51,0.17,15.0,Accessories,Online,Not Returned,Medium
900008,Backpack,47,2024-12-28 11:00,82.69,0.11,10.83,Accessories,Online,Not Returned,Medium
919722,Backpack,37,2024-12-28 12:00,48.35,0.47,13.6,Electronics,In-store,Not Returned,Low
291567,Wall Clock,37,2024-12-28 13:00,83.21,0.48,10.36,Apparel,In-store,Not Returned,High
898316,T-shirt,16,2024-12-28 14:00,11.53,0.01,10.28,Accessories,Online,Not Returned,High
544876,Office Chair,25,2024-12-28 15:00,63.74,0.13,22.64,Stationery,Online,Not Returned,Low
754325,Backpack,18,2024-12-28 16:00,70.22,0.16,17.27,Accessories,In-store,Not Returned,Low
780565,T-shirt,17,2024-12-28 17:00,53.08,0.19,14.74,Accessories,In-store,Not Returned,High
950171,Blue Pen,11,2024-12-28 18:00,65.95,0.1,9.11,Furniture,In-store,Not Returned,Medium
746399,White Mug,3,2024-12-28 19:00,58.88,0.11,15.39,Apparel,Online,Not Returned,Medium
887700,Blue Pen,37,2024-12-28 20:00,41.81,0.31,9.03,Electronics,Online,Not Returned,Medium
953144,Desk Lamp,31,2024-12-28 21:00,78.35,0.14,12.14,Accessories,In-store,Not Returned,High
511232,USB Cable,32,2024-12-28 22:00,94.45,0.2,22.02,Furniture,In-store,Not Returned,High
161939,Desk Lamp,24,2024-12-28 23:00,74.1,0.11,7.98,Stationery,Online,Not Returned,High
178281,Wall Clock,47,2024-12-29 00:00,22.18,0.35,22.48,Accessories,In-store,Not Returned,Low
308569,Blue Pen,25,2024-12-29 01:00,69.47,0.02,25.61,Stationery,Online,Not Returned,Medium
988349,T-shirt,49,2024-12-29 02:00,65.24,0.23,26.96,Electronics,In-store,Not Returned,Medium
797072,Backpack,11,2024-12-29 03:00,5.67,0.03,17.21,Furniture,Online,Not Returned,High
227744,White Mug,24,2024-12-29 04:00,79.4,0.02,12.58,Accessories,In-store,Not Returned,Medium
204894,Blue Pen,28,2024-12-29 05:00,59.07,0.1,24.89,Stationery,In-store,Not Returned,High
348160,Blue Pen,46,2024-12-29 06:00,88.94,0.44,17.78,Apparel,Online,Not Returned,High
499984,Desk Lamp,44,2024-12-29 07:00,73.52,0.31,28.77,Furniture,Online,Not Returned,Low
290286,Blue Pen,31,2024-12-29 08:00,18.3,0.13,23.85,Stationery,Online,Not Returned,Low
512188,Backpack,8,2024-12-29 09:00,86.83,0.48,16.82,Electronics,Online,Not Returned,Low
591841,Notebook,29,2024-12-29 10:00,50.71,0.36,19.02,Apparel,In-store,Not Returned,Low
304234,Notebook,18,2024-12-29 11:00,19.95,0.47,22.1,Apparel,In-store,Not Returned,Low
687700,Backpack,11,2024-12-29 12:00,32.9,0.28,27.77,Electronics,Online,Not Returned,Low
276353,White Mug,28,2024-12-29 13:00,17.68,0.27,27.2,Electronics,In-store,Not Returned,Medium
783763,T-shirt,44,2024-12-29 14:00,63.61,0.12,9.95,Accessories,In-store,Not Returned,Low
194568,Headphones,2,2024-12-29 15:00,66.86,0.36,29.95,Furniture,In-store,Not Returned,Medium
392370,Desk Lamp,5,2024-12-29 16:00,77.12,0.15,5.5,Furniture,Online,Not Returned,High
936417,Notebook,9,2024-12-29 17:00,28.63,0.32,11.76,Accessories,In-store,Returned,High
784143,Backpack,49,2024-12-29 18:00,12.64,0.27,28.63,Apparel,In-store,Not Returned,Low
567155,Desk Lamp,37,2024-12-29 19:00,10.75,0.05,18.24,Electronics,Online,Not Returned,Low
994184,Wireless Mouse,22,2024-12-29 20:00,96.74,0.0,24.27,Electronics,In-store,Not Returned,Low
588371,White Mug,21,2024-12-29 21:00,32.5,0.19,28.5,Furniture,In-store,Not Returned,Low
608062,Notebook,39,2024-12-29 22:00,29.04,0.44,29.89,Furniture,Online,Not Returned,Low
299227,Wall Clock,34,2024-12-29 23:00,48.93,0.46,23.37,Accessories,In-store,Not Returned,Low
622100,T-shirt,23,2024-12-30 00:00,95.6,0.26,9.28,Electronics,Online,Returned,Medium
166883,Wall Clock,37,2024-12-30 01:00,93.86,0.16,13.05,Accessories,Online,Not Returned,Low
221501,Wall Clock,3,2024-12-30 02:00,73.31,0.04,9.62,Apparel,In-store,Not Returned,Low
914220,T-shirt,43,2024-12-30 03:00,36.3,0.18,9.9,Stationery,Online,Not Returned,Medium
723502,Desk Lamp,35,2024-12-30 04:00,24.51,0.48,27.42,Electronics,In-store,Not Returned,Low
107166,Office Chair,35,2024-12-30 05:00,6.0,0.48,15.64,Stationery,Online,Not Returned,Low
528435,T-shirt,42,2024-12-30 06:00,24.85,0.23,24.82,Stationery,In-store,Not Returned,Low
820801,Headphones,39,2024-12-30 07:00,6.32,0.4,14.5,Furniture,Online,Not Returned,High
996731,Backpack,23,2024-12-30 08:00,66.56,0.31,7.98,Electronics,Online,Not Returned,High
362547,Headphones,36,2024-12-30 09:00,42.99,0.25,5.33,Accessories,In-store,Not Returned,Medium
568785,Blue Pen,6,2024-12-30 10:00,79.06,0.48,17.81,Accessories,In-store,Not Returned,Low
127224,White Mug,13,2024-12-30 11:00,44.49,0.02,7.22,Stationery,In-store,Not Returned,Low
838970,Desk Lamp,47,2024-12-30 12:00,40.8,0.01,18.14,Apparel,Online,Returned,Low
103485,Backpack,44,2024-12-30 13:00,85.09,0.25,7.94,Electronics,Online,Not Returned,High
474199,White Mug,49,2024-12-30 14:00,58.85,0.32,9.84,Electronics,Online,Not Returned,Low
437128,Blue Pen,47,2024-12-30 15:00,94.48,0.03,23.2,Accessories,Online,Not Returned,High
689779,Office Chair,35,2024-12-30 16:00,31.51,0.4,18.78,Furniture,In-store,Not Returned,Low
579424,Wireless Mouse,7,2024-12-30 17:00,64.38,0.42,6.26,Apparel,Online,Not Returned,High
965378,White Mug,46,2024-12-30 18:00,89.08,0.2,14.06,Furniture,In-store,Not Returned,High
376406,Backpack,2,2024-12-30 19:00,57.81,0.31,15.6,Apparel,Online,Not Returned,Medium
979728,Notebook,28,2024-12-30 20:00,26.83,0.48,27.06,Accessories,Online,Not Returned,Medium
568586,T-shirt,9,2024-12-30 21:00,39.34,0.47,24.27,Electronics,In-store,Not Returned,Low
591031,Wall Clock,43,2024-12-30 22:00,62.1,0.23,24.54,Accessories,Online,Not Returned,Low
521144,Desk Lamp,44,2024-12-30 23:00,25.05,0.1,28.43,Accessories,Online,Not Returned,Low
883335,Office Chair,30,2024-12-31 00:00,49.82,0.4,27.42,Furniture,In-store,Not Returned,Low
294251,Desk Lamp,-50,2024-12-31 01:00,-71.36,1.7401246887520876,,Electronics,Online,Returned,Medium
870570,Wireless Mouse,38,2024-12-31 02:00,43.11,0.27,24.8,Furniture,Online,Not Returned,Medium
841725,Headphones,18,2024-12-31 03:00,50.3,0.44,24.18,Stationery,In-store,Not Returned,Medium
581595,Desk Lamp,32,2024-12-31 04:00,54.19,0.3,15.76,Furniture,In-store,Not Returned,Medium
228716,Desk Lamp,35,2024-12-31 05:00,96.91,0.01,17.1,Accessories,In-store,Not Returned,Medium
221774,Blue Pen,19,2024-12-31 06:00,68.18,0.24,20.86,Accessories,In-store,Not Returned,Medium
396856,Blue Pen,12,2024-12-31 07:00,71.07,0.13,23.7,Apparel,In-store,Not Returned,High
578707,Wireless Mouse,38,2024-12-31 08:00,44.99,0.43,5.64,Accessories,Online,Not Returned,High
658616,Wall Clock,43,2024-12-31 09:00,13.25,0.12,24.49,Furniture,Online,Not Returned,Low
262704,Wireless Mouse,12,2024-12-31 10:00,51.27,0.01,13.48,Furniture,Online,Not Returned,Low
923947,Wall Clock,2,2024-12-31 11:00,54.0,0.49,8.17,Furniture,Online,Not Returned,Medium
424218,Wireless Mouse,42,2024-12-31 12:00,2.68,0.24,19.16,Furniture,In-store,Returned,Medium
303762,Notebook,13,2024-12-31 13:00,36.96,0.27,17.89,Stationery,In-store,Not Returned,Low
296019,Office Chair,17,2024-12-31 14:00,35.75,0.31,10.71,Furniture,In-store,Not Returned,High
521386,Headphones,16,2024-12-31 15:00,87.68,0.45,14.37,Furniture,Online,Not Returned,High
933289,T-shirt,20,2024-12-31 16:00,77.25,0.07,13.28,Furniture,Online,Not Returned,Medium
936176,Office Chair,3,2024-12-31 17:00,9.06,0.0,19.27,Accessories,Online,Not Returned,Medium
983131,T-shirt,43,2024-12-31 18:00,70.09,0.48,10.2,Electronics,In-store,Not Returned,High
832981,Notebook,9,2024-12-31 19:00,56.6,0.31,25.23,Electronics,Online,Returned,Medium
323852,White Mug,8,2024-12-31 20:00,61.7,0.39,10.66,Electronics,In-store,Not Returned,High
105327,T-shirt,1,2024-12-31 21:00,5.63,0.26,14.17,Apparel,Online,Not Returned,Low
816606,Notebook,23,2024-12-31 22:00,34.55,0.36,28.13,Furniture,In-store,Not Returned,Medium
182675,Notebook,15,2024-12-31 23:00,2.76,0.25,28.03,Electronics,In-store,Not Returned,High
322483,Wireless Mouse,18,2025-01-01 00:00,28.65,0.41,28.06,Accessories,In-store,Not Returned,Medium
395408,Office Chair,33,2025-01-01 01:00,85.88,0.05,11.0,Accessories,Online,Not Returned,Low
440740,White Mug,47,2025-01-01 02:00,75.47,0.28,14.92,Apparel,In-store,Not Returned,High
774165,Office Chair,18,2025-01-01 03:00,67.85,0.36,16.41,Stationery,Online,Not Returned,Medium
855262,Blue Pen,45,2025-01-01 04:00,98.3,0.06,25.36,Furniture,In-store,Not Returned,High
653143,USB Cable,1,2025-01-01 05:00,10.52,0.06,24.69,Accessories,Online,Not Returned,High
890559,Notebook,45,2025-01-01 06:00,17.45,0.4,21.55,Apparel,Online,Not Returned,Medium
221704,Office Chair,45,2025-01-01 07:00,62.1,0.25,6.95,Electronics,In-store,Not Returned,High
400463,Backpack,32,2025-01-01 08:00,71.12,0.06,6.09,Furniture,In-store,Not Returned,Medium
955558,Office Chair,16,2025-01-01 09:00,81.47,0.27,8.36,Furniture,Online,Not Returned,Medium
899405,Backpack,31,2025-01-01 10:00,83.26,0.07,29.58,Stationery,Online,Not Returned,Low
313453,Wireless Mouse,27,2025-01-01 11:00,29.94,0.08,8.61,Furniture,In-store,Returned,Low
596486,Wall Clock,48,2025-01-01 12:00,53.56,0.45,28.99,Furniture,In-store,Not Returned,Medium
279159,Office Chair,5,2025-01-01 13:00,88.94,0.06,10.77,Electronics,Online,Not Returned,Medium
550927,Notebook,20,2025-01-01 14:00,70.99,0.07,8.26,Electronics,Online,Not Returned,Medium
127281,T-shirt,13,2025-01-01 15:00,70.68,0.07,5.53,Electronics,In-store,Not Returned,High
247621,White Mug,-10,2025-01-01 16:00,-23.05,0.27,,Accessories,In-store,Returned,Medium
226566,Headphones,-25,2025-01-01 17:00,-74.52,0.3,,Stationery,Online,Not Returned,Low
947858,Blue Pen,5,2025-01-01 18:00,99.15,0.08,25.45,Stationery,Online,Not Returned,Low
651911,White Mug,38,2025-01-01 19:00,13.89,0.22,29.81,Stationery,In-store,Not Returned,Medium
855392,Backpack,33,2025-01-01 20:00,11.46,0.04,20.15,Stationery,In-store,Not Returned,High
713904,Wall Clock,20,2025-01-01 21:00,90.56,0.25,21.26,Stationery,Online,Not Returned,High
235769,USB Cable,25,2025-01-01 22:00,74.07,0.26,5.81,Apparel,In-store,Not Returned,Low
377874,USB Cable,41,2025-01-01 23:00,47.78,0.13,27.79,Furniture,Online,Not Returned,Low
259317,Office Chair,45,2025-01-02 00:00,30.0,0.14,19.39,Apparel,In-store,Returned,High
131313,T-shirt,19,2025-01-02 01:00,21.9,0.48,6.88,Apparel,Online,Not Returned,Low
839453,Office Chair,22,2025-01-02 02:00,30.1,0.46,12.67,Furniture,In-store,Not Returned,Medium
952005,Notebook,36,2025-01-02 03:00,99.87,0.48,17.09,Apparel,In-store,Not Returned,Low
153595,Backpack,23,2025-01-02 04:00,14.19,0.35,27.15,Furniture,In-store,Not Returned,Medium
654196,Wall Clock,47,2025-01-02 05:00,36.71,0.37,29.11,Electronics,In-store,Not Returned,Medium
992222,Desk Lamp,-20,2025-01-02 06:00,-83.43,1.9191743776217476,,Furniture,In-store,Not Returned,Low
926080,Blue Pen,33,2025-01-02 07:00,70.69,0.41,29.36,Accessories,Online,Not Returned,Low
485757,Desk Lamp,29,2025-01-02 08:00,15.42,0.3,28.78,Electronics,Online,Not Returned,Low
661577,Wireless Mouse,13,2025-01-02 09:00,89.71,0.46,21.88,Stationery,Online,Not Returned,High
293782,Desk Lamp,43,2025-01-02 10:00,64.05,0.01,7.65,Stationery,Online,Not Returned,Medium
239911,Headphones,27,2025-01-02 11:00,97.78,0.26,26.9,Accessories,In-store,Not Returned,High
196541,T-shirt,4,2025-01-02 12:00,48.75,0.49,15.29,Stationery,In-store,Not Returned,Low
824198,USB Cable,28,2025-01-02 13:00,95.01,0.32,20.41,Furniture,Online,Returned,Medium
763871,Wall Clock,11,2025-01-02 14:00,45.49,0.15,28.47,Stationery,Online,Not Returned,Medium
186527,Wall Clock,40,2025-01-02 15:00,43.97,0.39,10.11,Furniture,In-store,Not Returned,High
754856,Headphones,31,2025-01-02 16:00,90.2,0.28,26.03,Electronics,Online,Not Returned,High
466816,Office Chair,3,2025-01-02 17:00,71.86,0.02,10.18,Accessories,Online,Not Returned,Low
995481,Blue Pen,23,2025-01-02 18:00,28.54,0.02,19.82,Stationery,Online,Not Returned,High
755160,USB Cable,21,2025-01-02 19:00,28.96,0.18,13.81,Stationery,Online,Not Returned,Medium
241020,USB Cable,10,2025-01-02 20:00,24.81,0.38,11.17,Electronics,In-store,Not Returned,High
668926,Office Chair,22,2025-01-02 21:00,68.18,0.33,29.3,Accessories,Online,Not Returned,High
849250,Wall Clock,11,2025-01-02 22:00,3.34,0.2,6.62,Furniture,Online,Not Returned,Low
761233,Blue Pen,5,2025-01-02 23:00,59.91,0.24,8.13,Accessories,Online,Not Returned,High
