[LOG][2000-01-01 06:13] Temp: 18.9C, Press: 100.2Pa, Humid: 66.1%, Volt: 13.9V, Flow: 13.6 L/min, CO2: 383 ppm
[LOG][2006-02-02 06:42] Temp: 27.5C, Press: 99.0Pa, Humid: 61.2%, Volt: 11.2V, Flow: 9.2 L/min, CO2: 426 ppm
[LOG][2006-02-02 11:01] Temp: 27.7C, Press: 100.4Pa, Humid: 71.2%, Volt: 12.1V, Flow: 11.4 L/min, CO2: 404 ppm
[LOG][2006-02-03 10:42] Temp: 33.1C, Press: 100.9Pa, Humid: 72.3%, Volt: 13.5V, Flow: 10.0 L/min, CO2: 439 ppm
[LOG][2006-02-03 10:44] Temp: 28.3C, Press: 102.7Pa, Humid: 62.5%, Volt: 12.7V, Flow: 6.3 L/min, CO2: 363 ppm
[LOG][2006-02-03 12:17] Temp: 26.5C, Press: 99.4Pa, Humid: 34.5%, Volt: 11.5V, Flow: 13.7 L/min, CO2: 360 ppm
[LOG][2006-02-04 06:49] Temp: 66.1C, Press: 104.2Pa, Humid: 6.2%, Volt: 11.3V, Flow: 10.9 L/min, CO2: 375 ppm
[LOG][2006-02-05 21:42] Temp: 26.9C, Press: 98.6Pa, Humid: 44.4%, Volt: 12.2V, Flow: 14.6 L/min, CO2: 362 ppm
[LOG][2006-02-06 15:58] Temp: 15.2C, Press: 101.1Pa, Humid: 30.9%, Volt: 12.9V, Flow: 5.3 L/min, CO2: 431 ppm
[LOG][2006-02-06 23:25] Temp: 22.4C, Press: 99.3Pa, Humid: 60.0%, Volt: 11.4V, Flow: 10.9 L/min, CO2: 350 ppm
[LOG][2006-02-07 09:57] Temp: 21.6C, Press: nanPa, Humid: 79.5%, Volt: 11.5V, Flow: 11.2 L/min, CO2: 372 ppm
[ERROR] Sensor Disconnected - Press: nan
[LOG][2006-02-07 20:07] Temp: 15.9C, Press: 101.1Pa, Humid: 63.0%, Volt: 11.5V, Flow: 5.6 L/min, CO2: 365 ppm
[LOG][2006-02-08 01:35] Temp: 18.3C, Press: 99.4Pa, Humid: 41.4%, Volt: 11.0V, Flow: 13.8 L/min, CO2: 380 ppm
[LOG][2006-02-09 09:37] Temp: 18.3C, Press: 100.6Pa, Humid: 49.5%, Volt: 11.2V, Flow: 5.3 L/min, CO2: 396 ppm
[LOG][2006-02-09 14:12] Temp: 29.2C, Press: 100.7Pa, Humid: 46.4%, Volt: 11.1V, Flow: 13.5 L/min, CO2: 446 ppm
[LOG][2006-02-09 16:47] Temp: 30.2C, Press: 98.0Pa, Humid: 52.2%, Volt: 11.6V, Flow: 12.9 L/min, CO2: 475 ppm
[LOG][2006-02-10 18:49] Temp: 31.1C, Press: 98.5Pa, Humid: 39.2%, Volt: 12.2V, Flow: 5.4 L/min, CO2: 484 ppm
[LOG][2006-02-11 08:34] Temp: 27.9C, Press: 101.3Pa, Humid: 53.3%, Volt: 13.1V, Flow: 13.6 L/min, CO2: 391 ppm
[LOG][2006-02-11 10:20] Temp: 31.7C, Press: 101.0Pa, Humid: 65.9%, Volt: 13.7V, Flow: 12.9 L/min, CO2: 399 ppm
[LOG][2006-02-11 17:05] Temp: 28.2C, Press: 102.2Pa, Humid: 40.8%, Volt: 11.5V, Flow: 6.6 L/min, CO2: 401 ppm
[LOG][2006-02-12 03:13] Temp: 23.7C, Press: 102.0Pa, Humid: 65.2%, Volt: 11.5V, Flow: 6.6 L/min, CO2: 409 ppm
[LOG][2006-02-12 14:26] Temp: 23.1C, Press: 104.4Pa, Humid: 46.8%, Volt: 13.2V, Flow: 8.8 L/min, CO2: 466 ppm
[LOG][2006-02-12 18:02] Temp: 31.9C, Press: 100.5Pa, Humid: 48.3%, Volt: 11.2V, Flow: 14.1 L/min, CO2: 438 ppm
[LOG][2006-02-13 02:57] Temp: 26.8C, Press: 101.8Pa, Humid: 37.8%, Volt: 13.6V, Flow: 28.0 L/min, CO2: 456 ppm
[LOG][2006-02-14 03:26] Temp: 30.7C, Press: 103.0Pa, Humid: 75.8%, Volt: 13.7V, Flow: 12.4 L/min, CO2: 444 ppm
[LOG][2006-02-14 10:08] Temp: 19.5C, Press: 102.9Pa, Humid: 33.4%, Volt: 13.1V, Flow: 7.2 L/min, CO2: 477 ppm
[LOG][2006-02-15 01:25] Temp: 33.7C, Press: 98.2Pa, Humid: 30.0%, Volt: 14.0V, Flow: 8.9 L/min, CO2: 396 ppm
[LOG][2006-02-16 22:26] Temp: 16.5C, Press: 105.0Pa, Humid: 65.4%, Volt: 13.5V, Flow: 12.9 L/min, CO2: 351 ppm
[LOG][2006-02-17 02:33] Temp: 27.8C, Press: 103.5Pa, Humid: 40.0%, Volt: 13.6V, Flow: 9.6 L/min, CO2: 401 ppm
[LOG][2006-02-18 04:57] Temp: 18.3C, Press: 100.5Pa, Humid: 60.3%, Volt: 13.2V, Flow: 9.3 L/min, CO2: 407 ppm
[LOG][2006-02-18 13:39] Temp: 17.5C, Press: 104.8Pa, Humid: 54.4%, Volt: 13.9V, Flow: 7.6 L/min, CO2: 467 ppm
[LOG][2006-02-19 09:24] Temp: 31.0C, Press: 104.4Pa, Humid: 70.1%, Volt: 11.7V, Flow: 9.6 L/min, CO2: 447 ppm
[LOG][2006-02-19 16:24] Temp: 15.1C, Press: 99.2Pa, Humid: 43.4%, Volt: 11.6V, Flow: 13.8 L/min, CO2: 395 ppm
[LOG][2006-02-19 21:38] Temp: 20.6C, Press: 103.4Pa, Humid: 75.6%, Volt: 11.7V, Flow: 12.1 L/min, CO2: 1200 ppm
[ERROR] CO2 Level Critical - CO2: 1200 ppm
[LOG][2006-02-20 04:03] Temp: 24.9C, Press: 98.7Pa, Humid: 34.3%, Volt: 13.2V, Flow: 5.9 L/min, CO2: 351 ppm
[LOG][2006-02-20 05:25] Temp: 21.4C, Press: 104.5Pa, Humid: 73.3%, Volt: 12.6V, Flow: 8.9 L/min, CO2: 476 ppm
[LOG][2006-02-20 20:48] Temp: 20.1C, Press: 104.0Pa, Humid: 73.6%, Volt: 13.6V, Flow: 14.6 L/min, CO2: 370 ppm
[LOG][2006-02-21 09:10] Temp: 25.1C, Press: 100.4Pa, Humid: 44.5%, Volt: 11.7V, Flow: 14.0 L/min, CO2: 468 ppm
[LOG][2006-02-21 11:03] Temp: 28.3C, Press: 101.2Pa, Humid: 60.2%, Volt: 13.5V, Flow: 14.8 L/min, CO2: 389 ppm
[LOG][2006-02-21 21:16] Temp: 28.4C, Press: 98.9Pa, Humid: 38.1%, Volt: 11.5V, Flow: 11.3 L/min, CO2: 475 ppm
[LOG][2006-02-22 20:30] Temp: 25.4C, Press: 103.4Pa, Humid: 39.8%, Volt: 11.9V, Flow: 6.0 L/min, CO2: 464 ppm
[LOG][2006-02-23 01:32] Temp: 30.7C, Press: 103.8Pa, Humid: 42.8%, Volt: 14.0V, Flow: 14.5 L/min, CO2: 169 ppm
[ERROR] CO2 Level Critical - CO2: 169 ppm
[LOG][2006-02-24 08:24] Temp: 26.3C, Press: 101.1Pa, Humid: 42.8%, Volt: 12.0V, Flow: 13.2 L/min, CO2: 414 ppm
[LOG][2006-02-24 11:15] Temp: 32.7C, Press: 101.9Pa, Humid: 51.3%, Volt: 11.6V, Flow: 8.3 L/min, CO2: 455 ppm
[LOG][2006-02-24 18:45] Temp: 23.1C, Press: 104.2Pa, Humid: 63.1%, Volt: 12.9V, Flow: 11.7 L/min, CO2: 440 ppm
[LOG][2006-02-25 15:44] Temp: 26.8C, Press: 104.0Pa, Humid: 39.4%, Volt: 13.4V, Flow: 10.4 L/min, CO2: 381 ppm
[LOG][2006-02-26 16:22] Temp: 30.0C, Press: 104.5Pa, Humid: 61.9%, Volt: 13.1V, Flow: 10.5 L/min, CO2: 398 ppm
[LOG][2006-02-26 16:51] Temp: 26.3C, Press: 100.2Pa, Humid: 41.0%, Volt: 12.3V, Flow: 10.6 L/min, CO2: 485 ppm
[LOG][2006-02-27 05:02] Temp: 30.9C, Press: 104.3Pa, Humid: 59.7%, Volt: 6.1V, Flow: 9.0 L/min, CO2: 371 ppm
[LOG][2006-02-27 09:18] Temp: 32.4C, Press: 102.4Pa, Humid: 43.6%, Volt: 12.4V, Flow: 13.7 L/min, CO2: 408 ppm
[LOG][2006-02-28 01:50] Temp: 24.1C, Press: 102.5Pa, Humid: 62.3%, Volt: 11.3V, Flow: 14.7 L/min, CO2: 379 ppm
[LOG][2006-02-28 06:19] Temp: 31.2C, Press: 98.6Pa, Humid: 57.7%, Volt: 12.4V, Flow: 12.7 L/min, CO2: 373 ppm
[LOG][2006-02-28 18:33] Temp: 28.5C, Press: 98.6Pa, Humid: 32.2%, Volt: 13.2V, Flow: 14.0 L/min, CO2: 354 ppm
[LOG][2006-03-01 02:08] Temp: 25.0C, Press: 102.6Pa, Humid: 40.1%, Volt: 11.0V, Flow: 11.1 L/min, CO2: 477 ppm
[LOG][2006-03-01 16:21] Temp: 34.5C, Press: 101.1Pa, Humid: 47.1%, Volt: 12.0V, Flow: 13.5 L/min, CO2: 417 ppm
[LOG][2006-03-02 10:43] Temp: 30.2C, Press: 104.0Pa, Humid: 34.8%, Volt: 11.3V, Flow: 10.5 L/min, CO2: 371 ppm
[LOG][2006-03-02 23:07] Temp: 20.5C, Press: 99.4Pa, Humid: 56.1%, Volt: 12.6V, Flow: 5.3 L/min, CO2: 473 ppm
[LOG][2006-03-03 02:45] Temp: 20.8C, Press: 103.7Pa, Humid: 40.5%, Volt: 13.2V, Flow: 10.8 L/min, CO2: 397 ppm
[LOG][2006-03-03 14:31] Temp: 17.5C, Press: 102.0Pa, Humid: 54.2%, Volt: 12.9V, Flow: 12.5 L/min, CO2: 486 ppm
[LOG][2006-03-03 20:24] Temp: 19.6C, Press: 100.4Pa, Humid: 33.9%, Volt: 11.6V, Flow: 5.2 L/min, CO2: 415 ppm
[LOG][2006-03-04 18:16] Temp: 21.0C, Press: 100.3Pa, Humid: 59.6%, Volt: 12.1V, Flow: 9.0 L/min, CO2: 488 ppm
[LOG][2006-03-04 21:25] Temp: 31.0C, Press: 98.4Pa, Humid: 54.6%, Volt: 13.8V, Flow: 6.9 L/min, CO2: 358 ppm
[LOG][2006-03-05 01:14] Temp: 16.2C, Press: 101.1Pa, Humid: 76.9%, Volt: 13.1V, Flow: 7.4 L/min, CO2: 485 ppm
[LOG][2006-03-05 12:21] Temp: 20.5C, Press: 104.9Pa, Humid: 59.9%, Volt: 12.7V, Flow: 9.7 L/min, CO2: 403 ppm
[LOG][2006-03-06 04:25] Temp: 22.1C, Press: 101.0Pa, Humid: 60.8%, Volt: 12.2V, Flow: 7.0 L/min, CO2: 373 ppm
[LOG][2006-03-06 08:33] Temp: nanC, Press: 102.3Pa, Humid: 66.6%, Volt: 14.0V, Flow: nan L/min, CO2: nan ppm
[ERROR] Sensor Disconnected - Temp: nan, Flow: nan, CO2: nan
[LOG][2006-03-06 20:04] Temp: 21.5C, Press: 99.2Pa, Humid: 53.4%, Volt: 12.6V, Flow: 12.8 L/min, CO2: 389 ppm
[LOG][2006-03-07 03:45] Temp: 20.7C, Press: 99.7Pa, Humid: 46.6%, Volt: 13.2V, Flow: 12.6 L/min, CO2: 376 ppm
[LOG][2006-03-07 10:50] Temp: 23.1C, Press: 99.9Pa, Humid: 78.0%, Volt: 12.6V, Flow: 6.6 L/min, CO2: 382 ppm
[LOG][2006-03-07 18:28] Temp: 15.7C, Press: 98.1Pa, Humid: 70.4%, Volt: 12.5V, Flow: 6.0 L/min, CO2: 487 ppm
[LOG][2006-03-08 15:57] Temp: 16.9C, Press: 100.7Pa, Humid: 47.9%, Volt: 11.5V, Flow: 7.8 L/min, CO2: 475 ppm
[LOG][2006-03-08 21:43] Temp: 26.1C, Press: 101.8Pa, Humid: 41.5%, Volt: 13.9V, Flow: 9.4 L/min, CO2: 388 ppm
[LOG][2006-03-09 19:36] Temp: 33.2C, Press: 102.0Pa, Humid: 58.2%, Volt: 13.3V, Flow: 8.8 L/min, CO2: 467 ppm
[LOG][2006-03-09 23:47] Temp: 27.5C, Press: 99.7Pa, Humid: 69.3%, Volt: 13.3V, Flow: 6.1 L/min, CO2: 459 ppm
[LOG][2006-03-10 12:43] Temp: 27.0C, Press: 100.5Pa, Humid: 58.1%, Volt: 13.7V, Flow: 14.6 L/min, CO2: 370 ppm
[LOG][2006-03-10 17:01] Temp: 15.9C, Press: 101.5Pa, Humid: 33.7%, Volt: 11.7V, Flow: 6.8 L/min, CO2: 482 ppm
[LOG][2006-03-10 22:43] Temp: 16.9C, Press: 101.8Pa, Humid: 41.3%, Volt: 13.7V, Flow: 6.4 L/min, CO2: 435 ppm
[LOG][2006-03-11 04:43] Temp: 32.8C, Press: 102.3Pa, Humid: 45.9%, Volt: 13.3V, Flow: 13.1 L/min, CO2: 444 ppm
[LOG][2006-03-11 09:19] Temp: 33.1C, Press: 102.8Pa, Humid: 73.1%, Volt: 11.0V, Flow: 5.7 L/min, CO2: 355 ppm
[LOG][2006-03-11 18:50] Temp: 31.8C, Press: 98.2Pa, Humid: 43.9%, Volt: 12.0V, Flow: 9.8 L/min, CO2: 425 ppm
[LOG][2006-03-12 07:11] Temp: 28.2C, Press: 118.2Pa, Humid: 46.8%, Volt: 12.7V, Flow: 25.1 L/min, CO2: 483 ppm
[LOG][2006-03-13 07:35] Temp: 29.9C, Press: 102.1Pa, Humid: 60.0%, Volt: 11.9V, Flow: 6.8 L/min, CO2: 376 ppm
[LOG][2006-03-13 08:19] Temp: 33.5C, Press: 100.4Pa, Humid: 31.1%, Volt: 11.2V, Flow: 5.3 L/min, CO2: 354 ppm
[LOG][2006-03-13 14:54] Temp: 28.6C, Press: 101.5Pa, Humid: 47.8%, Volt: 12.7V, Flow: 11.6 L/min, CO2: 465 ppm
[LOG][2006-03-14 03:42] Temp: 31.2C, Press: 103.0Pa, Humid: 75.7%, Volt: 13.7V, Flow: 14.4 L/min, CO2: 437 ppm
[LOG][2006-03-14 05:57] Temp: 30.2C, Press: 102.0Pa, Humid: 33.3%, Volt: 11.6V, Flow: 5.3 L/min, CO2: 356 ppm
[LOG][2006-03-14 17:40] Temp: 19.5C, Press: 99.0Pa, Humid: 48.6%, Volt: 13.8V, Flow: 13.4 L/min, CO2: 388 ppm
[LOG][2006-03-15 10:46] Temp: 17.0C, Press: 102.4Pa, Humid: 34.6%, Volt: 13.6V, Flow: 12.1 L/min, CO2: 370 ppm
[LOG][2006-03-15 21:29] Temp: 27.4C, Press: 98.9Pa, Humid: 66.0%, Volt: 13.5V, Flow: 8.1 L/min, CO2: 387 ppm
[LOG][2006-03-15 22:32] Temp: 0.5C, Press: 100.7Pa, Humid: 95.5%, Volt: 11.9V, Flow: 13.9 L/min, CO2: 486 ppm
[LOG][2006-03-16 00:15] Temp: 70.2C, Press: 100.1Pa, Humid: 78.1%, Volt: 12.4V, Flow: 7.5 L/min, CO2: 412 ppm
[ERROR] Value Out of Range - Temp: 70.2C
[LOG][2006-03-16 01:08] Temp: 33.9C, Press: 104.0Pa, Humid: 57.7%, Volt: 13.5V, Flow: 5.4 L/min, CO2: 387 ppm
[LOG][2006-03-16 08:47] Temp: 30.8C, Press: 103.6Pa, Humid: 43.9%, Volt: 12.2V, Flow: 11.8 L/min, CO2: 454 ppm
[LOG][2006-03-17 04:30] Temp: 16.8C, Press: 103.6Pa, Humid: 41.5%, Volt: 13.1V, Flow: 11.4 L/min, CO2: 491 ppm
[LOG][2006-03-17 07:22] Temp: 30.6C, Press: 101.7Pa, Humid: 57.8%, Volt: 12.3V, Flow: 14.7 L/min, CO2: 409 ppm
[LOG][2006-03-18 04:39] Temp: 30.0C, Press: 100.6Pa, Humid: 34.4%, Volt: 12.1V, Flow: 5.8 L/min, CO2: 398 ppm
[LOG][2006-03-18 18:31] Temp: 17.6C, Press: 104.5Pa, Humid: 35.5%, Volt: 12.2V, Flow: 7.8 L/min, CO2: 357 ppm
[LOG][2006-03-18 21:36] Temp: 15.8C, Press: 102.4Pa, Humid: 45.1%, Volt: 12.9V, Flow: 9.8 L/min, CO2: 424 ppm
[LOG][2006-03-19 04:31] Temp: 22.5C, Press: 99.4Pa, Humid: 43.0%, Volt: 13.3V, Flow: 8.9 L/min, CO2: 424 ppm
[LOG][2006-03-19 06:40] Temp: 21.3C, Press: nanPa, Humid: 75.4%, Volt: nanV, Flow: 10.3 L/min, CO2: 380 ppm
[ERROR] Sensor Disconnected - Volt: nan, Press: nan
[LOG][2006-03-19 21:53] Temp: 24.2C, Press: 104.3Pa, Humid: 63.1%, Volt: 12.3V, Flow: 7.8 L/min, CO2: 452 ppm
[LOG][2006-03-20 12:28] Temp: 34.1C, Press: 104.2Pa, Humid: 31.3%, Volt: 11.5V, Flow: 6.4 L/min, CO2: 454 ppm
[LOG][2006-03-20 20:12] Temp: 22.6C, Press: 103.0Pa, Humid: 58.7%, Volt: 13.3V, Flow: 8.6 L/min, CO2: 461 ppm
[LOG][2006-03-21 09:28] Temp: 16.8C, Press: 104.4Pa, Humid: 70.2%, Volt: 11.1V, Flow: 11.2 L/min, CO2: 480 ppm
[LOG][2006-03-21 20:05] Temp: 25.3C, Press: 104.1Pa, Humid: 67.8%, Volt: 13.8V, Flow: 9.9 L/min, CO2: 415 ppm
[LOG][2006-03-22 07:13] Temp: 24.4C, Press: 98.7Pa, Humid: 30.2%, Volt: 12.3V, Flow: 10.2 L/min, CO2: 487 ppm
[LOG][2006-03-22 08:41] Temp: 32.3C, Press: 101.2Pa, Humid: 51.1%, Volt: 11.8V, Flow: 5.0 L/min, CO2: 473 ppm
[LOG][2006-03-22 21:06] Temp: 18.3C, Press: 102.4Pa, Humid: 56.4%, Volt: 13.3V, Flow: 11.3 L/min, CO2: 487 ppm
[LOG][2006-03-23 23:31] Temp: 25.9C, Press: 99.6Pa, Humid: 53.7%, Volt: 13.4V, Flow: 6.5 L/min, CO2: 494 ppm
[LOG][2006-03-24 13:08] Temp: 18.9C, Press: 104.5Pa, Humid: 66.9%, Volt: 12.8V, Flow: 8.7 L/min, CO2: 497 ppm
[LOG][2006-03-24 14:19] Temp: 26.0C, Press: 99.0Pa, Humid: 67.3%, Volt: 12.2V, Flow: 5.3 L/min, CO2: 388 ppm
[LOG][2006-03-25 00:07] Temp: 18.4C, Press: 103.0Pa, Humid: 33.2%, Volt: 12.2V, Flow: 6.4 L/min, CO2: 414 ppm
[LOG][2006-03-25 17:16] Temp: 16.5C, Press: 99.8Pa, Humid: 66.8%, Volt: 13.0V, Flow: 11.8 L/min, CO2: 448 ppm
[LOG][2006-03-26 02:37] Temp: 28.4C, Press: 102.3Pa, Humid: 52.8%, Volt: 11.2V, Flow: 11.9 L/min, CO2: 413 ppm
[LOG][2006-03-26 02:50] Temp: 30.0C, Press: 103.9Pa, Humid: 74.7%, Volt: 13.3V, Flow: 6.8 L/min, CO2: 475 ppm
[LOG][2006-03-26 07:48] Temp: 23.4C, Press: 101.7Pa, Humid: 50.9%, Volt: 13.1V, Flow: 8.0 L/min, CO2: 413 ppm
[LOG][2006-03-27 18:23] Temp: 27.2C, Press: 101.2Pa, Humid: 50.9%, Volt: 13.5V, Flow: 6.3 L/min, CO2: 398 ppm
[LOG][2006-03-28 18:34] Temp: 18.5C, Press: 100.8Pa, Humid: 56.1%, Volt: 13.0V, Flow: 8.7 L/min, CO2: 487 ppm
[LOG][2006-03-28 19:16] Temp: 15.1C, Press: 100.8Pa, Humid: 33.3%, Volt: 12.5V, Flow: 8.4 L/min, CO2: 388 ppm
[LOG][2006-03-28 23:12] Temp: 25.8C, Press: 103.5Pa, Humid: 46.5%, Volt: 13.7V, Flow: 14.4 L/min, CO2: 474 ppm
[LOG][2006-03-29 06:39] Temp: 16.9C, Press: 102.8Pa, Humid: 33.6%, Volt: 13.1V, Flow: 11.8 L/min, CO2: 444 ppm
[LOG][2006-03-29 12:50] Temp: 27.5C, Press: 99.8Pa, Humid: 72.8%, Volt: 12.4V, Flow: 10.8 L/min, CO2: 391 ppm
[LOG][2006-03-29 18:23] Temp: 19.2C, Press: 102.3Pa, Humid: 67.3%, Volt: 11.7V, Flow: 6.0 L/min, CO2: 455 ppm
[LOG][2006-03-30 10:05] Temp: 19.6C, Press: 104.6Pa, Humid: 54.5%, Volt: 12.3V, Flow: 11.9 L/min, CO2: 470 ppm
[LOG][2006-03-30 13:18] Temp: 33.2C, Press: 100.7Pa, Humid: 54.6%, Volt: 11.3V, Flow: 5.5 L/min, CO2: 464 ppm
[LOG][2006-03-31 14:09] Temp: 29.5C, Press: 99.0Pa, Humid: 73.1%, Volt: 13.6V, Flow: 7.0 L/min, CO2: 425 ppm
[LOG][2006-03-31 18:30] Temp: 24.8C, Press: 101.4Pa, Humid: 48.6%, Volt: 11.9V, Flow: 7.9 L/min, CO2: 459 ppm
[LOG][2006-04-01 08:49] Temp: 21.7C, Press: 103.8Pa, Humid: 51.7%, Volt: 12.7V, Flow: 6.2 L/min, CO2: 368 ppm
[LOG][2006-04-02 20:30] Temp: 16.2C, Press: 98.5Pa, Humid: 38.6%, Volt: 13.5V, Flow: 13.5 L/min, CO2: 392 ppm
[LOG][2006-04-03 13:43] Temp: 34.3C, Press: 104.3Pa, Humid: 30.2%, Volt: 12.8V, Flow: 13.6 L/min, CO2: 439 ppm
[LOG][2006-04-03 23:53] Temp: 19.7C, Press: 98.7Pa, Humid: 37.4%, Volt: 13.2V, Flow: 6.1 L/min, CO2: 362 ppm
[LOG][2006-04-04 21:53] Temp: 17.0C, Press: 104.3Pa, Humid: 30.6%, Volt: 11.8V, Flow: 5.8 L/min, CO2: 374 ppm
[LOG][2006-04-05 01:39] Temp: 26.2C, Press: 98.5Pa, Humid: 67.1%, Volt: 13.0V, Flow: 7.7 L/min, CO2: 492 ppm
[LOG][2006-04-05 02:52] Temp: 29.7C, Press: 101.2Pa, Humid: 71.3%, Volt: 11.6V, Flow: 14.3 L/min, CO2: 358 ppm
[LOG][2006-04-05 06:45] Temp: 17.8C, Press: 99.7Pa, Humid: 33.3%, Volt: 11.5V, Flow: 10.7 L/min, CO2: 379 ppm
[LOG][2006-04-06 12:51] Temp: 16.8C, Press: 104.5Pa, Humid: 68.1%, Volt: 12.5V, Flow: 7.5 L/min, CO2: 367 ppm
[LOG][2006-04-07 13:25] Temp: 26.1C, Press: 100.9Pa, Humid: 41.2%, Volt: 11.1V, Flow: 9.2 L/min, CO2: 488 ppm
[LOG][2006-04-07 14:05] Temp: 16.3C, Press: 100.8Pa, Humid: 33.8%, Volt: 12.8V, Flow: 11.9 L/min, CO2: 351 ppm
[LOG][2006-04-08 07:37] Temp: 17.7C, Press: 104.4Pa, Humid: 46.7%, Volt: 11.7V, Flow: 13.4 L/min, CO2: 358 ppm
[LOG][2006-04-08 07:44] Temp: 15.6C, Press: 116.6Pa, Humid: 79.7%, Volt: 11.9V, Flow: 8.1 L/min, CO2: 404 ppm
[LOG][2006-04-09 09:39] Temp: 30.0C, Press: 100.1Pa, Humid: 69.1%, Volt: 11.7V, Flow: 13.3 L/min, CO2: 484 ppm
[LOG][2006-04-09 13:35] Temp: 16.3C, Press: 101.0Pa, Humid: 45.8%, Volt: 12.5V, Flow: 8.4 L/min, CO2: 438 ppm
[LOG][2006-04-10 01:40] Temp: 27.6C, Press: 102.5Pa, Humid: 66.4%, Volt: 12.3V, Flow: 8.3 L/min, CO2: 482 ppm
[LOG][2006-04-10 11:13] Temp: 19.0C, Press: 102.3Pa, Humid: 79.2%, Volt: 13.3V, Flow: 8.2 L/min, CO2: 391 ppm
[LOG][2006-04-10 13:35] Temp: 28.8C, Press: 102.9Pa, Humid: 56.0%, Volt: 12.6V, Flow: 6.6 L/min, CO2: 473 ppm
[LOG][2006-04-11 01:53] Temp: 19.8C, Press: 103.6Pa, Humid: 31.0%, Volt: 12.2V, Flow: 8.7 L/min, CO2: 430 ppm
[LOG][2006-04-11 09:03] Temp: 30.7C, Press: 98.6Pa, Humid: 30.3%, Volt: 13.7V, Flow: 9.6 L/min, CO2: 499 ppm
[LOG][2006-04-11 15:14] Temp: 15.6C, Press: 99.2Pa, Humid: 75.9%, Volt: 12.7V, Flow: 13.3 L/min, CO2: 417 ppm
[LOG][2006-04-12 09:49] Temp: 33.4C, Press: 98.1Pa, Humid: 36.3%, Volt: 12.6V, Flow: 14.3 L/min, CO2: 414 ppm
[LOG][2006-04-13 05:36] Temp: 31.9C, Press: 102.0Pa, Humid: 50.1%, Volt: 13.8V, Flow: 12.8 L/min, CO2: 500 ppm
[LOG][2006-04-13 13:51] Temp: 25.6C, Press: 98.6Pa, Humid: 49.3%, Volt: 12.2V, Flow: 14.4 L/min, CO2: 409 ppm
[LOG][2006-04-13 16:04] Temp: 21.8C, Press: 99.2Pa, Humid: 50.2%, Volt: 11.6V, Flow: 11.3 L/min, CO2: 432 ppm
[LOG][2006-04-14 08:57] Temp: 28.4C, Press: 101.0Pa, Humid: 43.9%, Volt: 11.1V, Flow: 14.2 L/min, CO2: 376 ppm
[LOG][2006-04-14 14:26] Temp: 24.2C, Press: 104.1Pa, Humid: 34.2%, Volt: 12.7V, Flow: 14.0 L/min, CO2: 480 ppm
[LOG][2006-04-15 08:39] Temp: 19.2C, Press: 102.8Pa, Humid: 78.3%, Volt: 12.8V, Flow: 11.7 L/min, CO2: 381 ppm
[LOG][2006-04-16 16:37] Temp: 24.8C, Press: 98.1Pa, Humid: 46.4%, Volt: 13.6V, Flow: 7.0 L/min, CO2: 500 ppm
[LOG][2006-04-16 21:54] Temp: 16.8C, Press: 102.3Pa, Humid: 44.5%, Volt: 12.4V, Flow: 5.3 L/min, CO2: 478 ppm
[LOG][2006-04-17 12:07] Temp: 29.1C, Press: 100.8Pa, Humid: 30.1%, Volt: 11.3V, Flow: 8.6 L/min, CO2: 384 ppm
[LOG][2006-04-17 12:16] Temp: 34.1C, Press: 99.1Pa, Humid: 51.7%, Volt: 13.3V, Flow: 12.2 L/min, CO2: 466 ppm
[LOG][2006-04-17 21:43] Temp: 30.1C, Press: 100.1Pa, Humid: 62.5%, Volt: 12.9V, Flow: 10.6 L/min, CO2: 359 ppm
[LOG][2006-04-18 09:23] Temp: 25.0C, Press: 102.6Pa, Humid: 56.1%, Volt: 13.2V, Flow: 13.5 L/min, CO2: 457 ppm
[LOG][2006-04-18 19:00] Temp: 25.7C, Press: 104.0Pa, Humid: 53.2%, Volt: 12.7V, Flow: 14.2 L/min, CO2: 481 ppm
[LOG][2006-04-19 10:17] Temp: 15.9C, Press: 101.2Pa, Humid: 66.1%, Volt: 13.6V, Flow: 13.7 L/min, CO2: 451 ppm
[LOG][2006-04-20 09:03] Temp: 25.3C, Press: 102.9Pa, Humid: 61.8%, Volt: 13.6V, Flow: 13.7 L/min, CO2: 404 ppm
[LOG][2006-04-21 08:50] Temp: 20.0C, Press: 100.6Pa, Humid: 32.9%, Volt: 12.4V, Flow: 8.4 L/min, CO2: 436 ppm
[LOG][2006-04-22 17:57] Temp: 23.5C, Press: 98.1Pa, Humid: 45.5%, Volt: 12.4V, Flow: 13.7 L/min, CO2: 480 ppm
[LOG][2006-04-23 22:41] Temp: 19.5C, Press: 100.9Pa, Humid: 31.9%, Volt: 11.1V, Flow: 10.3 L/min, CO2: 485 ppm
[LOG][2006-04-23 23:42] Temp: 24.9C, Press: 102.2Pa, Humid: 66.2%, Volt: 13.8V, Flow: 7.0 L/min, CO2: 373 ppm
[LOG][2006-04-24 03:58] Temp: 34.7C, Press: 101.5Pa, Humid: 63.2%, Volt: 11.9V, Flow: 6.8 L/min, CO2: 467 ppm
[LOG][2006-04-24 08:11] Temp: 34.3C, Press: 103.7Pa, Humid: 5.9%, Volt: 13.6V, Flow: 14.3 L/min, CO2: 403 ppm
